[-0.6875, -1.1875, 1.0]
[0.5, -1.125, 1.3125]
[1.875, -1.0625, 1.25]
[1.875, -0.9375, 1.3125]
[1.9375, -1.125, 1.4375]
[1.625, -0.9375, 0.875]
[-0.1875, 0.375, 0.125]
[1.0, 0.8125, 0.4375]
[1.375, 1.6875, 0.375]
[-1.125, 2.1875, 0.3125]
[-1.9375, 1.625, 0.75]
[0.1875, 1.1875, 0.625]
[0.875, 1.5, 0.5625]
[1.5625, 1.0625, 1.3125]
[3.375, 0.625, 0.9375]
[2.125, 0.3125, 1.0]
[0.0, 0.625, 1.875]
[-0.25, 0.625, 1.6875]
[0.375, 0.8125, 1.5625]
[0.4375, 0.5625, 1.1875]
[2.5625, 0.3125, 0.6875]
[0.875, 0.75, -0.125]
[-2.0, 0.625, -0.375]
[-0.75, 0.5, -0.8125]
[-1.4375, 1.4375, -0.9375]
[-2.5, 1.0625, -0.375]
[-0.3125, 0.75, -0.3125]
[0.25, 0.0625, -0.375]
[1.0, -0.1875, 0.125]
[2.1875, -0.5625, 0.25]
[0.125, -0.1875, 0.0625]
[-1.375, -0.3125, 0.1875]
[0.8125, -0.375, -0.375]
[0.8125, -0.125, -0.4375]
[-1.0, 0.375, -0.375]
[-1.5, 0.3125, -0.4375]
[-0.875, 0.3125, -0.3125]
[-1.3125, 0.9375, -0.3125]
[-1.4375, 0.5625, 0.3125]
[0.3125, 0.25, 0.75]
[0.5625, 0.0625, 0.6875]
[0.3125, -0.0625, 0.6875]
[0.6875, -0.5, 0.1875]
[1.0, -0.4375, -0.0625]
[-0.3125, -0.0625, -0.4375]
[-1.4375, 0.3125, -0.0625]
[-0.3125, 0.25, -0.1875]
[0.875, 0.875, 0.1875]
[-0.5, 1.6875, 0.4375]
[-1.8125, 1.125, 0.9375]
[-1.5625, 0.625, 0.9375]
[-0.4375, 0.0, 0.6875]
[1.1875, -0.4375, 0.8125]
[1.9375, -0.5625, 0.4375]
[1.25, -0.625, 0.625]
[0.0625, -0.5625, 0.75]
[0.375, -0.1875, 0.3125]
[0.0, 0.125, -0.0625]
[-1.6875, 0.625, -0.3125]
[-1.0625, 0.8125, -0.375]
[-1.625, 1.375, -0.9375]
[-2.4375, 1.25, -0.375]
[-0.9375, 0.75, -0.25]
[0.1875, 0.375, -0.1875]
[0.625, 0.375, 0.25]
[0.0, 0.1875, 0.25]
[-0.0625, 0.0625, 0.5625]
[1.3125, -0.0625, 0.4375]
[0.9375, 0.6875, 0.375]
[-0.8125, 0.5, 0.375]
[-1.0, 0.4375, 0.4375]
[0.0625, 0.125, 0.3125]
[0.25, 0.5625, 0.0625]
[-0.4375, 0.1875, 0.25]
[-0.0625, -0.1875, 0.375]
[-0.375, 0.0625, 0.1875]
[-1.4375, 0.875, -0.25]
[-1.3125, -0.1875, -0.25]
[0.0, -0.75, -0.25]
[0.3125, -0.375, -0.3125]
[0.25, -0.0625, -0.25]
[-0.375, 0.0625, -0.375]
[-0.75, 0.125, -0.4375]
[-0.6875, 0.25, -0.5]
[-2.0625, 0.9375, -0.8125]
[-1.375, 0.625, -0.0625]
[-0.9375, 0.125, 0.1875]
[0.0625, 0.0625, 0.5625]
[0.3125, 0.3125, 1.125]
[-0.125, -0.1875, 1.0625]
[0.25, -0.5625, 0.6875]
[0.75, -0.6875, 0.0625]
[1.9375, -0.875, -0.375]
[0.9375, -0.1875, -0.375]
[-0.5625, 0.1875, -0.125]
[-2.5, 1.0625, -0.25]
[-3.4375, 0.8125, -0.0625]
[-2.125, 0.4375, 0.0625]
[-0.1875, 0.625, -0.25]
[0.5, 1.0, 0.0]
[-0.4375, 1.0625, 0.125]
[-0.8125, 1.0, 0.0625]
[-0.625, 1.125, -0.125]
[0.3125, 0.875, -0.25]
[-0.0625, 1.0, -0.1875]
[0.125, 0.5625, 0.125]
[-0.625, 0.8125, -0.375]
[0.1875, 0.5625, -0.375]
[1.5, 0.625, -0.375]
[1.375, 1.125, 0.125]
[-0.5625, 1.25, 0.4375]
[0.125, 1.0625, 0.4375]
[1.3125, 0.8125, 0.125]
[1.0, 1.0, -0.1875]
[-0.0625, 0.625, -0.5]
[0.5, 0.3125, -0.6875]
[-0.0625, 0.3125, -0.5625]
[0.625, 0.1875, -1.0]
[2.3125, 0.5625, -1.0]
[1.8125, 0.875, -0.3125]
[2.4375, 0.6875, -0.3125]
[1.5625, 1.125, -0.25]
[-2.0625, 0.5625, -0.3125]
[4.25, 1.875, -2.75]
[14.1875, 3.875, -8.9375]
[4.25, 4.625, -6.5]
[-1.9375, 0.3125, -3.5625]
[-5.9375, -4.25, -4.375]
[-9.0, -3.375, -7.875]
[-10.6875, -2.5, -6.5625]
[-11.3125, -3.25, -5.75]
[-14.0, -4.5625, -6.3125]
[-19.125, -7.0625, -5.125]
[-16.75, -8.8125, -4.0]
[-5.0, -7.125, -4.0]
[8.25, -6.5, -3.25]
[14.1875, -6.375, -4.25]
[11.75, -8.375, -3.5625]
[10.5625, -8.25, -2.5]
[8.6875, -6.5625, -2.9375]
[3.3125, -5.1875, -1.375]
[1.5625, -4.1875, -1.125]
[1.625, -1.875, -1.875]
[-1.9375, -0.9375, -0.75]
[-8.25, -1.4375, -2.125]
[-10.0, 2.875, -0.8125]
[-8.6875, 5.4375, -0.1875]
[-7.8125, 4.8125, 1.0625]
[-6.625, 0.75, 2.25]
[-4.125, -2.0, 3.6875]
[5.375, -3.9375, 2.8125]
[10.5625, -3.0625, 1.6875]
[7.375, -1.4375, 0.0]
[4.625, -2.4375, -0.1875]
[2.875, -3.0, -0.5]
[-0.0625, -2.5625, -1.625]
[-3.8125, -0.25, -1.875]
[-4.8125, 0.3125, -2.375]
[-5.5625, 1.0625, 1.4375]
[-6.875, 0.5, 3.0625]
[0.0, 2.125, 1.25]
[6.125, 2.5625, -0.625]
[6.75, 2.5, -0.125]
[6.9375, 0.875, -3.1875]
[7.4375, -1.25, -2.8125]
[8.0625, -1.1875, -0.8125]
[3.3125, -0.8125, -0.3125]
[1.625, -0.25, -1.4375]
[-0.375, 0.0625, 0.6875]
[-6.9375, -1.4375, 1.125]
[-4.3125, -0.4375, -0.5]
[-5.25, -1.125, 1.875]
[-7.875, 2.8125, 3.875]
[0.125, 4.5, -1.125]
[-3.875, 4.125, -1.125]
[-7.4375, 3.875, 0.1875]
[-2.1875, 1.375, -0.0625]
[6.125, -1.4375, 0.4375]
[6.5625, -2.5, 0.125]
[6.5, -2.875, -0.375]
[3.25, -3.25, -0.5]
[0.5, -2.625, -2.6875]
[2.6875, -0.25, -2.9375]
[4.0625, 2.75, -2.5625]
[1.75, 4.875, -2.25]
[-2.6875, 7.25, -2.9375]
[-7.5625, 7.875, -2.625]
[-7.3125, 7.8125, -4.0]
[-5.6875, 7.5, -3.625]
[-3.0, 6.3125, -2.0625]
[-1.625, 4.625, -2.75]
[-1.375, 3.875, -1.75]
[-2.75, 2.25, -1.3125]
[0.125, 0.875, -2.125]
[-0.75, -0.875, -2.125]
[0.0, -2.4375, -1.5625]
[3.25, -3.8125, -2.625]
[6.875, -5.4375, -2.875]
[10.8125, -5.5, -0.75]
[6.9375, -5.5625, 2.125]
[-1.375, -5.625, 3.8125]
[-4.1875, -3.5, 5.25]
[-1.5, -1.625, 5.4375]
[1.0625, -0.625, 5.875]
[0.5625, -0.375, 5.5]
[-0.8125, 0.375, 3.6875]
[-1.375, 2.0, 2.0625]
[-1.3125, 3.0625, 0.375]
[-3.0, 4.375, -0.5625]
[-4.875, 5.3125, -1.375]
[-5.1875, 5.4375, -1.5]
[-3.1875, 4.8125, -1.625]
[-2.375, 4.0625, -1.8125]
[-3.5, 2.625, -0.5]
[0.5, 1.25, 1.1875]
[3.0625, 0.625, 2.125]
[2.875, -0.1875, 2.625]
[4.0, -0.3125, 3.625]
[4.75, -0.5, 3.25]
[2.1875, 0.25, 2.5625]
[1.4375, 1.0, 2.6875]
[1.9375, 1.6875, 1.9375]
[-0.0625, 2.8125, 0.5625]
[-0.625, 2.75, -0.125]
[-1.5, 2.0625, -1.625]
[-4.0, 1.25, -2.125]
[-4.5625, 0.4375, -1.75]
[-2.0, -0.375, -1.5]
[-1.8125, -0.9375, -0.625]
[-1.625, -0.625, 0.125]
[-1.1875, -1.25, 0.1875]
[-0.0625, -1.875, 0.75]
[1.0, -0.1875, 0.125]
[2.125, -0.125, 0.0625]
[2.1875, 0.3125, 0.6875]
[0.4375, 0.6875, 0.3125]
[-1.5, 1.0625, -0.0625]
[-2.0, 1.5625, -0.1875]
[-2.75, 2.1875, -1.0]
[-4.6875, 2.0, -1.625]
[-3.5, 0.8125, -1.3125]
[0.1875, -0.125, -0.75]
[2.75, -0.5, -0.1875]
[2.3125, -0.625, 0.3125]
[0.1875, 0.3125, -0.125]
[-1.0625, 0.4375, -0.5625]
[-0.8125, 0.5, -0.6875]
[-1.3125, 0.875, -1.375]
[-2.5, 0.8125, -1.3125]
[-3.8125, -0.125, -1.25]
[-3.0, -0.9375, -1.0]
[0.5, -2.0, -0.125]
[0.75, -2.3125, 0.25]
[1.0, -3.0625, 0.875]
[2.3125, -3.375, 1.0625]
[0.625, -2.625, 0.5]
[0.375, -1.75, 0.3125]
[0.125, -0.6875, 0.0625]
[-0.125, 0.5, -0.125]
[-1.1875, 1.6875, -0.25]
[-2.5625, 2.25, -0.125]
[-1.3125, 2.25, -0.0625]
[-1.6875, 2.4375, 0.0]
[-3.125, 1.3125, 0.25]
[0.0625, 0.5, 1.125]
[2.6875, 0.5, 1.625]
[2.0625, -0.0625, 2.25]
[1.8125, -0.625, 2.3125]
[4.1875, -0.6875, 2.125]
[3.125, -0.125, 1.125]
[-0.1875, 0.4375, 0.25]
[0.75, 1.125, -0.9375]
[1.125, 1.9375, -1.6875]
[-2.0, 2.3125, -2.0625]
[-3.6875, 3.1875, -2.0]
[-4.5, 2.9375, -1.8125]
[-4.0625, 2.375, -1.0]
[-1.0625, 1.5, -0.4375]
[0.9375, 0.375, 0.5625]
[1.1875, -0.5, 1.0]
[1.0625, -1.0, 0.75]
[0.8125, -1.4375, 0.875]
[0.6875, -1.125, 0.625]
[0.875, -0.75, 0.25]
[0.0, -0.3125, -0.125]
[-1.0, 0.1875, -0.9375]
[-0.9375, 0.0, -1.25]
[-1.25, 0.3125, -1.1875]
[-1.6875, 0.75, -0.75]
[-0.5, 0.5, 0.125]
[-0.3125, 0.5625, 0.375]
[-0.375, 0.1875, 0.875]
[0.125, 0.0, 1.125]
[1.375, -0.0625, 1.1875]
[0.875, 0.0625, 1.25]
[0.9375, 0.0625, 1.1875]
[0.75, 0.5625, 0.875]
[0.0625, 0.25, 0.8125]
[0.8125, 0.75, 0.5625]
[-0.125, 1.125, -0.375]
[-3.1875, 0.75, -1.125]
[-4.9375, 0.25, -2.1875]
[-5.125, -0.375, -2.25]
[-4.625, -0.375, -2.5]
[-2.0625, -0.375, -6.125]
[-5.0, -2.3125, -3.6875]
[-6.6875, -3.8125, -0.375]
[-7.9375, -5.5, -0.6875]
[-7.375, -3.1875, 2.1875]
[5.75, -0.5, 2.0]
[2.5625, 0.3125, 7.375]
[0.875, 0.5625, 5.1875]
[2.25, 0.1875, 3.1875]
[4.375, 1.4375, 2.5625]
[18.75, 2.9375, -3.6875]
[21.375, 5.0625, -5.4375]
[7.5, 5.0, -1.875]
[-4.1875, 3.1875, -3.8125]
[-4.9375, 2.1875, -3.9375]
[-0.875, 0.875, -4.375]
[-1.375, 0.5625, 0.0]
[-6.0625, -0.25, -1.4375]
[-7.0625, -0.9375, -0.6875]
[-8.5625, -1.875, 1.125]
[-7.125, -2.625, 2.375]
[-2.9375, -1.75, 3.875]
[1.5625, -0.6875, 4.625]
[4.8125, -2.3125, 4.5]
[1.9375, -2.8125, 2.625]
[-3.1875, -1.4375, 3.1875]
[-4.6875, -1.5625, 3.125]
[-3.0625, -0.875, 1.8125]
[1.25, -0.375, 0.875]
[0.9375, 0.875, 0.875]
[-1.125, 1.875, 1.6875]
[-1.0625, 1.8125, 3.0625]
[1.8125, 2.3125, 4.0]
[3.125, 2.25, 4.1875]
[0.75, 1.0, 3.1875]
[1.25, 0.5, 1.125]
[2.4375, 0.3125, 2.25]
[1.6875, 1.625, 1.4375]
[-0.1875, 1.0625, 1.8125]
[-3.5, -0.125, 0.5625]
[-3.75, 0.5, -1.4375]
[-0.5625, -0.0625, -2.4375]
[-0.6875, -0.3125, -2.375]
[-0.5, -0.5, -0.9375]
[1.5, -0.5625, -0.875]
[1.0625, -0.6875, 0.0]
[-0.5625, -0.625, 0.5]
[-0.875, -0.3125, 0.625]
[-0.0625, -0.125, 0.375]
[3.5625, 0.1875, -0.375]
[4.5625, 0.3125, -0.375]
[2.4375, 1.0, -0.125]
[-0.875, 1.0, -0.6875]
[-2.25, 0.9375, -0.9375]
[-0.875, 0.6875, -0.875]
[0.9375, 0.3125, -0.8125]
[0.125, 0.3125, -1.1875]
[-3.4375, 0.0, -1.4375]
[-4.5, -0.4375, -1.3125]
[-3.375, -0.4375, -1.3125]
[-1.1875, -0.25, -1.125]
[2.25, -0.0625, -2.375]
[6.25, 0.3125, -3.3125]
[5.4375, 1.0, -3.375]
[0.8125, 0.4375, -3.125]
[-1.3125, 0.375, -3.0625]
[-3.25, 1.0625, -3.1875]
[-2.375, 0.3125, -2.25]
[-0.125, 0.375, -1.5625]
[2.875, 1.0, -2.0625]
[4.625, 0.625, -2.1875]
[2.5, 0.5, -1.6875]
[2.375, 1.0, -2.1875]
[0.5, 1.8125, -2.5625]
[-3.25, 1.0625, -2.125]
[-3.125, 1.9375, -2.8125]
[-3.0625, 1.9375, -2.6875]
[-3.5, 1.75, -2.5625]
[-5.1875, 1.0625, -2.9375]
[-4.875, 0.125, -2.0]
[-2.4375, -0.5625, -1.625]
[-1.3125, -0.625, -1.0625]
[-0.5, -0.75, 0.125]
[-0.25, -0.9375, 0.6875]
[0.875, -1.0, 0.125]
[1.6875, -0.1875, 0.5]
[1.0, 0.3125, 1.6875]
[0.1875, 0.3125, 1.75]
[-0.625, 0.3125, 2.3125]
[-0.3125, 0.4375, 2.25]
[0.4375, 0.5625, 2.25]
[-0.0625, 0.9375, 2.125]
[-0.75, 0.8125, 1.9375]
[-1.375, 0.75, 1.375]
[-2.1875, 0.5625, 0.5]
[-1.5625, 0.4375, 0.4375]
[1.1875, 0.3125, 0.125]
[0.375, 0.125, 0.5]
[-0.625, 0.125, 1.25]
[0.125, -0.0625, 1.3125]
[-0.5625, 0.75, 1.125]
[0.0, 0.5625, 1.375]
[0.5, 0.625, 1.25]
[1.0, 0.5625, 0.9375]
[1.0625, 1.0, 1.375]
[2.25, 1.1875, 0.5]
[-1.125, 1.5625, -0.6875]
[-1.875, 1.0, -0.625]
[0.3125, 1.0, -0.6875]
[0.0625, 0.9375, -0.6875]
[-1.6875, 0.9375, -0.375]
[-2.0625, 0.5, -0.6875]
[-1.875, 0.1875, -0.875]
[-2.1875, 0.125, -1.1875]
[-0.875, -0.75, -1.625]
[1.5, 0.0625, -0.5625]
[-1.875, 0.1875, -1.125]
[-7.0625, -4.3125, 0.8125]
[-1.25, 0.125, -1.0625]
[-0.4375, -0.8125, 0.0625]
[0.4375, -0.875, -0.875]
[0.1875, -0.6875, -0.75]
[2.6875, -0.5, -0.0625]
[2.0, -0.8125, 0.625]
[0.875, -1.9375, 0.5625]
[1.5, -2.25, 0.8125]
[1.625, -2.3125, 1.3125]
[6.375, -4.625, 1.75]
[3.5, 0.625, 1.375]
[5.4375, -1.6875, 0.9375]
[3.3125, -2.0, 1.875]
[-1.0, -2.4375, 0.625]
[1.5, -1.875, -0.4375]
[3.3125, -0.3125, -0.3125]
[4.4375, 0.5625, 0.1875]
[5.125, 1.125, 0.875]
[4.875, 1.125, 1.0625]
[3.875, 0.1875, 1.9375]
[2.0, -0.3125, 0.9375]
[0.6875, -1.1875, 0.625]
[-0.4375, -1.5, 0.6875]
[2.25, -0.875, 0.9375]
[4.6875, -0.4375, -0.125]
[4.75, -1.0, -0.4375]
[2.6875, -0.6875, 0.8125]
[0.5, -1.375, 0.9375]
[4.625, -0.75, 1.1875]
[6.75, -0.5625, 2.25]
[7.25, -0.5625, 1.1875]
[3.75, 0.625, 2.1875]
[2.5, 1.0625, 3.125]
[3.0, 1.5625, 3.3125]
[4.6875, 1.1875, 3.125]
[6.8125, 0.75, 2.625]
[6.0625, 0.3125, 2.875]
[1.8125, 0.125, 3.875]
[-1.6875, -0.0625, 3.375]
[0.375, 0.4375, 3.3125]
